ID,Titulos,HUBsci,Categoria,Autores,Descripcion,Año
217,"Pneumothorax in COVID-19 disease- incidence and clinical characteristics. Respiratory Research,",https://sci-hub.se/https://link.springer.com/article/10.1186/s12931-020-01504-y,Medicina,"ZantahM,DominguezCastilloE,TownsendR,DikengilF,CrinerG.","Pneumothorax in COVID-19 disease- incidence and clinical characteristics. Respiratory Research, 21(1).",2020
218,Recurrence rates in primary spontaneous pneumothorax: a systematic review and,https://sci-hub.se/https://erj.ersjournals.com/content/52/3/1800864.short,Medicina,"WalkerS,BibbyA,HalfordP,StadonL,WhiteP,Maskell","Recurrence rates in primary spontaneous pneumothorax: a systematic review and meta-analysis. European Respiratory Journal, 1800864.",2018
219,Pneumothorax Following ERCP: Report of Four Cases and Review of,https://sci-hub.se/https://link.springer.com/article/10.1007/s10620-012-2150-3,Medicina,"SchepersN.J,vanBuurenH.","Pneumothorax Following ERCP: Report of Four Cases and Review of the Literature. Digestive Diseases and Sciences, 57(8), 1990–1995.",2012
220,"Atmospheric Pressure Influences the Risk of Pneumothorax. Chest, 131(6), 1877–1882.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215375267,Medicina,"AlifanoM,FortiParriS.N,BonfantiB,ArabW.A,PassiniA,BoaronM,Roche","Atmospheric Pressure Influences the Risk of Pneumothorax. Chest, 131(6), 1877–1882.",2007
221,Physiology and cardiovascular effect of severe tension pneumothorax in a,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0022480413005052,Medicina,"NelsonD,PortaC,SatterlyS,BlairK,JohnsonE,InabaK,Martin","Physiology and cardiovascular effect of severe tension pneumothorax in a porcine model. Journal of Surgical Research, 184(1), 450–457.",2013
222,"Pneumothorax in Women of Child-Bearing Age. Chest, 145(2), 354–360.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215341751,Medicina,"LegrasA,Mansuet-LupoA,Rousset-JablonskiC,BobbioA,MagdeleinatP,RocheN,Alifano","Pneumothorax in Women of Child-Bearing Age. Chest, 145(2), 354–360.",2014
223,"Spontaneous pneumomediastinum, pneumothorax and subcutaneous emphysema in COVID-19 pneumonia: a",https://sci-hub.se/https://casereports.bmj.com/content/13/12/e239489.abstract,Medicina,"ElhakimT.S,AbdulH.S,PelaezRomeroC,Rodriguez-Fuentes","Spontaneous pneumomediastinum, pneumothorax and subcutaneous emphysema in COVID-19 pneumonia: a rare case and literature review. BMJ Case Reports, 13(12), e239489.",2020
224,"Recurrence of primary spontaneous pneumothorax. Thorax, 52(9), 805–809.",https://sci-hub.se/https://thorax.bmj.com/content/52/9/805.abstract,Medicina,"SadikotR.T,GreeneT,MeadowsK,ArnoldA.","Recurrence of primary spontaneous pneumothorax. Thorax, 52(9), 805–809.",1997
225,Pneumoperitoneum associated with catamenial pneumothorax in women with thoracic endometriosis.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0015028208040983,Medicina,"JablonskiC,AlifanoM,RegnardJ.-F,Gompel","Pneumoperitoneum associated with catamenial pneumothorax in women with thoracic endometriosis. Fertility and Sterility, 91(3), 930.e19–930.e22.",2009
226,"Spontaneous pneumomediastinum, pneumopericardium, pneumothorax and subcutaneous emphysema in patients with",https://sci-hub.se/https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-020-01308-7,Medicina,"HazariwalaV,HadidH,KirschD,Big","Spontaneous pneumomediastinum, pneumopericardium, pneumothorax and subcutaneous emphysema in patients with COVID-19 pneumonia, a case report. Journal of Cardiothoracic Surgery, 15(1).",2020
227,"Diagnosis of pneumothorax in critically ill adults. Postgraduate Medical Journal,",https://sci-hub.se/https://pmj.bmj.com/content/76/897/399.short,Medicina,RankineJ.,"Diagnosis of pneumothorax in critically ill adults. Postgraduate Medical Journal, 76(897), 399–404.",2000
228,Postoperative pneumomediastinum and pneumothorax following orthognathic surgery. Journal of Oral,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0278239186901977,Medicina,"EdwardsD.B,SchefferR.B,Jackler","Postoperative pneumomediastinum and pneumothorax following orthognathic surgery. Journal of Oral and Maxillofacial Surgery, 44(2), 137–141.",1986
229,"Spontaneous Pneumothorax as a Result of Intensive Cytotoxic Chemotherapy. Chest,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215305298,Medicina,"SchulmanP,ChengE,CvitkovicE,Golbey","Spontaneous Pneumothorax as a Result of Intensive Cytotoxic Chemotherapy. Chest, 75(2), 194–196.",1979
230,A Case of Catamenial Pneumothorax with Diaphragmatic Fenestrations. The Journal,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0736467909004156,Medicina,"MakhijaZ,Marrinan","A Case of Catamenial Pneumothorax with Diaphragmatic Fenestrations. The Journal of Emergency Medicine, 43(1), e1–e3.",2012
231,Tension pneumothorax during extracorporeal membrane oxygenation. The Annals of Thoracic,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0003497589900222,Medicina,"ZwischenbergerJ.B,BowersR.M,PickensG.","Tension pneumothorax during extracorporeal membrane oxygenation. The Annals of Thoracic Surgery, 47(6), 868–871.",1989
232,Unilateral pulmonary edema after drainage of a spontaneous pneumothorax: Case,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0736467983900069,Medicina,"MurphyK,TomlanovichM.","Unilateral pulmonary edema after drainage of a spontaneous pneumothorax: Case report and review of the world literature. The Journal of Emergency Medicine, 1(1), 29–36.",1983
233,"Monthly recurrent pneumothorax. Asian Cardiovascular and Thoracic Annals, 25(4), 323–324.",https://sci-hub.se/https://journals.sagepub.com/doi/full/10.1177/0218492316638606,Medicina,"OncelM,SunamG.S,Yildiran","Monthly recurrent pneumothorax. Asian Cardiovascular and Thoracic Annals, 25(4), 323–324.",2016
234,Mechanical versus Chemical Pleurodesis after Bullectomy for Primary Spontaneous Pneumothorax:,https://sci-hub.se/https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0039-1697959,Medicina,"SimS.K.R,NahS.A,LohA.H.P,OngL.Y,Chen",Mechanical versus Chemical Pleurodesis after Bullectomy for Primary Spontaneous Pneumothorax: A Systemic Review and Meta-Analysis. European Journal of Pediatric Surgery.,2019
235,A biomechanical hypothesis for the pathophysiology of apical lung disease.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0306987716300809,Medicina,"CashaA.R,ManchéA,CamilleriL,GattR,DudekK,Pace-BardonM,GrimaJ.","A biomechanical hypothesis for the pathophysiology of apical lung disease. Medical Hypotheses, 92, 88–93.",2016
236,Visualization of diaphragmatic fenestration associated with catamenial pneumothorax. The Annals,https://sci-hub.se/https://www.annalsthoracicsurgery.org/article/S0003-4975(99)00735-3/abstract,Medicina,"CowlC.T,DunnW.F,Deschamps","Visualization of diaphragmatic fenestration associated with catamenial pneumothorax. The Annals of Thoracic Surgery, 68(4), 1413–1414.",1999
237,"Pneumothorax in the Neonate. Journal of Obstetric, Gynecologic & Neonatal",https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1552-6909.1995.tb02465.x,Medicina,WyattT.,"Pneumothorax in the Neonate. Journal of Obstetric, Gynecologic & Neonatal Nursing, 24(3), 211–216.",1995
238,Pneumothorax secondary to pulmonary thromboembolism in a dog. Journal of,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1476-4431.2008.00347.x,Medicina,"SobelK.E,WilliamsJ.","Pneumothorax secondary to pulmonary thromboembolism in a dog. Journal of Veterinary Emergency and Critical Care, 19(1), 120–126.",2009
239,"Tension pneumothorax, is it a really life-threatening condition? Journal of",https://sci-hub.se/https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/1749-8090-8-197,Medicina,"YoonJ.S,ChoiS.Y,SuhJ.H,JeongJ.Y,LeeB.Y,ParkY.G,ParkC.","Tension pneumothorax, is it a really life-threatening condition? Journal of Cardiothoracic Surgery, 8(1).",2013
240,"Pneumothorax in AIDS. Annals of Internal Medicine, 114(6), 455.",https://sci-hub.se/https://www.acpjournals.org/doi/abs/10.7326/0003-4819-114-6-455,Medicina,SepkowitzK.,"Pneumothorax in AIDS. Annals of Internal Medicine, 114(6), 455.",1991
241,Iatrogenic pneumothorax during hypoglossal nerve stimulator implantation. American Journal of,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0196070918304186,Medicina,"ArteagaA.A,PittsK.D,LewisA.","Iatrogenic pneumothorax during hypoglossal nerve stimulator implantation. American Journal of Otolaryngology, 39(5), 636–638.",2018
242,"Spontaneous Pneumothorax During Chemotherapy: A Case Report. Onkologie, 33(10), 8–8.",https://sci-hub.se/https://www.karger.com/Article/Abstract/319743,Medicina,"FehrM,vonMoosR,FurrerM,Cathomas","Spontaneous Pneumothorax During Chemotherapy: A Case Report. Onkologie, 33(10), 8–8.",2010
243,"Pneumothorax Following Cytotoxic Chemotherapy in Malignant Lymphoma. Chest, 98(6), 1512–1513.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369216409621,Medicina,"HsuJ.-R,ChangS.-C,Perng","Pneumothorax Following Cytotoxic Chemotherapy in Malignant Lymphoma. Chest, 98(6), 1512–1513.",1990
244,Under-recognized primary spontaneous pneumothorax in ALS: a multicenter retrospective study.,https://sci-hub.se/https://link.springer.com/article/10.1007/s10072-019-03989-y,Medicina,"ParkJ.-S,DoY.W,ParkJ.-M,SeokH.Y,Park",Under-recognized primary spontaneous pneumothorax in ALS: a multicenter retrospective study. Neurological Sciences.,2019
245,Pneumomediastinum and pneumothorax associated with labour. International Journal of Obstetric,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959289X03001808,Medicina,"MiguilM,Chekairi","Pneumomediastinum and pneumothorax associated with labour. International Journal of Obstetric Anesthesia, 13(2), 117–119.",2004
246,Spontaneous pneumothorax in patients irradiated for Hodgkin’s disease and other,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/036030169090284Q,Medicina,"PeznerR.D,HorakD.A,SayeghH.O,LipsettJ.","Spontaneous pneumothorax in patients irradiated for Hodgkin’s disease and other malignant lymphomas. International Journal of Radiation Oncology*Biology*Physics, 18(1), 193–198.",1990
247,"Trauma-induced “Macklin effect” with pneumothorax and large pneumomediastinum, disguised by",https://sci-hub.se/https://link.springer.com/article/10.1007/s11684-013-0278-y,Medicina,"DiSaverioS,KawamukaiK,BiscardiA,VillaniS,ZucchiniL,Tugnoli","Trauma-induced “Macklin effect” with pneumothorax and large pneumomediastinum, disguised by allergy. Frontiers of Medicine, 7(3), 386–388.",2013
248,Transient ST-segment Elevation Resembling Acute Myocardial Infarction in a Patient,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S144395061201089X,Medicina,"AndersonR,CostelloB,Kilpatrick","Transient ST-segment Elevation Resembling Acute Myocardial Infarction in a Patient with a Right Secondary Spontaneous Pneumothorax. Heart, Lung and Circulation, 22(2), 149–152.",2013
249,"Symptomatic spontaneous pneumothorax in term newborn infants. Pediatric Pulmonology, 37(5),",https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/ppul.10447,Medicina,"AlTawilK,Abu-EkteishF.M,TamimiO,AlHathalM.M,AlHathlolK,AbuLaimun","Symptomatic spontaneous pneumothorax in term newborn infants. Pediatric Pulmonology, 37(5), 443–446.",2004
250,"Phenotyping primary spontaneous pneumothorax. European Respiratory Journal, 52(3), 1801455.",https://sci-hub.se/https://erj.ersjournals.com/content/52/3/1801455.short,Medicina,PorcelJ.,"Phenotyping primary spontaneous pneumothorax. European Respiratory Journal, 52(3), 1801455.",2018
251,Using Thoracic Ultrasonography to Accurately Assess Pneumothorax Progression During Positive,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369213600896,Medicina,"OvelandN.P,LossiusH.M,WemmelundK,StokkelandP.J,KnudsenL,Sloth","Using Thoracic Ultrasonography to Accurately Assess Pneumothorax Progression During Positive Pressure Ventilation. Chest, 143(2), 415–422.",2013
252,"Lung Cysts, Spontaneous Pneumothorax, and Genetic Associations in 89 Families",https://sci-hub.se/https://www.atsjournals.org/doi/abs/10.1164/rccm.200610-1483OC,Medicina,"ToroJ.R,PautlerS.E,StewartL,GlennG.M,WeinreichM,ToureO,LinehanW.","Lung Cysts, Spontaneous Pneumothorax, and Genetic Associations in 89 Families with Birt-Hogg-Dubé Syndrome. American Journal of Respiratory and Critical Care Medicine, 175(10), 1044–1053.",2007
253,Risk of Primary Spontaneous Pneumothorax According to Chest Configuration. The,https://sci-hub.se/https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0037-1620273,Medicina,"LeeG,DoY,ParkH,KimJ,HurJ,HanK,Lee",Risk of Primary Spontaneous Pneumothorax According to Chest Configuration. The Thoracic and Cardiovascular Surgeon.,2018
254,Congenital Lobar Emphysema and Tension Pneumothorax in a Dog. Journal,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/104063870701900319,Medicina,"GopalakrishnanG,StevensonG.","Congenital Lobar Emphysema and Tension Pneumothorax in a Dog. Journal of Veterinary Diagnostic Investigation, 19(3), 322–325.",2007
255,Pathophysiology and management of Airway Trauma. Trends in Anaesthesia and,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2210844013000257,Medicina,"ChhabraA,RudingwaP,PanneerSelvamS.","Pathophysiology and management of Airway Trauma. Trends in Anaesthesia and Critical Care, 3(4), 216–219.",2013
256,"Evidence-based management of paediatric primary spontaneous pneumothorax. Paediatric Respiratory Reviews,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1526054208000821,Medicina,"RobinsonP.D,CooperP,RanganathanS.","Evidence-based management of paediatric primary spontaneous pneumothorax. Paediatric Respiratory Reviews, 10(3), 110–117.",2009
257,"Contralateral Recurrence of Primary Spontaneous Pneumothorax. Chest, 132(4), 1146–1150.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215367064,Medicina,"HuangT.-W,LeeS.-C,ChengY.-L,TzaoC,HsuH.-H,ChangH,Chen","Contralateral Recurrence of Primary Spontaneous Pneumothorax. Chest, 132(4), 1146–1150.",2007
258,Spontaneous pneumothorax and pneumomediastinum as a rare complication of COVID-19,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1930043321000133,Medicina,"RafieeM.J,BabakiFardF,SamimiK,RastiH,Pressacco","Spontaneous pneumothorax and pneumomediastinum as a rare complication of COVID-19 pneumonia: Report of 6 cases. Radiology Case Reports, 16(3), 687–692.",2021
259,Traumatic Pneumothorax: A Review of Current Diagnostic Practices And Evolving,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0736467921005448,Medicina,"TranJ,HaussnerW,Shah",Traumatic Pneumothorax: A Review of Current Diagnostic Practices And Evolving Management. The Journal of Emergency Medicine.,2021
260,No more tension pneumothorax in unsuccessfully resuscitated patients with penetrating,https://sci-hub.se/https://www.injuryjournal.com/article/S0020-1383(13)00154-X/abstract,Medicina,"BuschmannC,Kleber","No more tension pneumothorax in unsuccessfully resuscitated patients with penetrating chest trauma at autopsy! Injury, 44(11), 1659–1660.",2013
